data_iniSE,casos_41007,casos_41008,casos_41009,casos_41010,casos_41020
2010-01-17,1.3333333333333333,2.3333333333333335,33.0,11.333333333333334,19.666666666666668
2010-01-24,1.6666666666666667,3.3333333333333335,51.666666666666664,11.0,23.333333333333332
2010-01-31,1.0,2.6666666666666665,76.0,10.333333333333334,24.666666666666668
2010-02-07,1.0,2.6666666666666665,125.33333333333333,9.0,35.0
2010-02-14,0.6666666666666666,2.3333333333333335,219.33333333333334,12.0,49.0
2010-02-21,0.6666666666666666,5.0,336.0,30.333333333333332,72.33333333333333
2010-02-28,1.0,10.666666666666666,497.0,53.666666666666664,89.0
2010-03-07,0.6666666666666666,18.0,671.6666666666666,86.0,113.66666666666667
2010-03-14,1.3333333333333333,38.666666666666664,837.3333333333334,116.0,133.0
2010-03-21,1.0,68.66666666666667,1020.6666666666666,151.33333333333334,150.66666666666666
2010-03-28,1.3333333333333333,91.33333333333333,1115.3333333333333,176.66666666666666,174.33333333333334
2010-04-04,0.6666666666666666,99.0,1231.0,208.66666666666666,199.33333333333334
2010-04-11,0.6666666666666666,87.0,1220.3333333333333,213.33333333333334,199.66666666666666
2010-04-18,0.6666666666666666,70.0,1217.6666666666667,188.0,165.0
2010-04-25,1.0,52.666666666666664,1136.0,144.0,128.33333333333334
2010-05-02,0.6666666666666666,37.666666666666664,1063.0,115.66666666666667,108.66666666666667
2010-05-09,0.6666666666666666,30.666666666666668,891.3333333333334,97.0,91.66666666666667
2010-05-16,0.3333333333333333,20.0,635.0,65.33333333333333,62.333333333333336
2010-05-23,0.3333333333333333,12.0,358.0,35.666666666666664,35.333333333333336
2010-05-30,1.0,6.333333333333333,174.33333333333334,18.666666666666668,19.0
2010-06-06,1.0,4.0,104.0,17.666666666666668,13.0
2010-06-13,1.0,5.0,83.66666666666667,17.666666666666668,11.333333333333334
2010-06-20,0.0,5.666666666666667,77.66666666666667,20.0,11.333333333333334
2010-06-27,0.0,5.333333333333333,71.66666666666667,18.666666666666668,10.0
2010-07-04,0.0,3.0,61.666666666666664,14.666666666666666,7.0
2010-07-11,0.3333333333333333,1.3333333333333333,46.666666666666664,11.666666666666666,3.6666666666666665
